0.0000008575 0.0000019334 0.0000055254 0.0000143881 0.0000341385 0.0000738066 0.0001453974 0.0002609940 0.0004268922 0.0006362407 0.0008640550 0.0010692492 0.0012056873 0.0012388222 0.0011598503 0.0009894944 0.0007692062 0.0005448656 0.0003516837 0.0002068379 0.0001108463 0.0000541283 0.0000240844 0.0000097647 0.0000036076 0.0000012160 0.0000005190 0.0000000350 0.0000001348 0.0000005087 0.0000016224 0.0000048900 0.0000134275 0.0000343580 0.0000843216 0.0001832839 0.0003843091 0.0007536401 0.0014137283 0.0025408725 0.0044001085 0.0073386516 0.0117605623 0.0180410432 0.0263951631 0.0367194982 0.0484778430 0.0606867242 0.0720310351 0.0810989823 0.0866735537 0.0879981329 0.0849399406 0.0780068293 0.0682172730 0.0568657526 0.0452511992 0.0344469160 0.0251555373 0.0176863877 0.0120167463 0.0079122981 0.0050575959 0.0031317321 0.0018711482 0.0010706018 0.0005822129 0.0002991715 0.0001430803 0.0000638152 0.0000261705 0.0000101267 0.0000034694 0.0000010421 0.0000003156 0.0000000871 0.0000000219 0.0000000050 0.0000000010 0.0000000002 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000162 0.0000000524 0.0000001965 0.0000006718 0.0000020928 0.0000059406 0.0000153653 0.0000362125 0.0000777649 0.0001521666 0.0002713109 0.0004407876 0.0006525401 0.0008802413 0.0010819667 0.0012118373 0.0012367825 0.0011501672 0.0009746464 0.0007525772 0.0005295077 0.0003394764 0.0001983179 0.0001055672 0.0000512060 0.0000226393 0.0000091512 0.0000034887 0.0000016722 0.0000022196 0.0000052806 0.0000144019 0.0000365636 0.0000876184 0.0001912520 0.0003897920 0.0007506071 0.0013722519 0.0024066604 0.0040522451 0.0065812318 0.0103071254 0.0155245799 0.0224360865 0.0310419133 0.0410749780 0.0519701405 0.0628936711 0.0728148770 0.0806211409 0.0852823037 0.0860581135 0.0827015853 0.0755754280 0.0656099966 0.0540946222 0.0423788018 0.0315852472 0.0224386040 0.0152315152 0.0099041057 0.0061812374 0.0037068006 0.0021336038 0.0011770410 0.0006157329 0.0003039188 0.0001435101 0.0000606830 0.0000246351 0.0000090578 0.0000031971 0.0000008950 0.0000002678 0.0000000730 0.0000000181 0.0000000041 0.0000000008 0.0000000002 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000003 0.0000000015 0.0000000068 0.0000000292 0.0000001141 0.0000004055 0.0000013137 0.0000038777 0.0000104289 0.0000255569 0.0000570673 0.0001161122 0.0002152702 0.0003636761 0.0005598716 0.0007855071 0.0010046447 0.0011720940 0.0012494806 0.0012222326 0.0011085867 0.0009552192 0.0008210285 0.0007561565 0.0007845221 0.0008956901 0.0010484019 0.0011847917 0.0012508727 0.0012157276 0.0010815038 0.0008797325 0.0006567617 0.0004608349 0.0003332124 0.0003091077 0.0004382635 0.0008091290 0.0015676011 0.0029430342 0.0052403492 0.0088224987 0.0140381997 0.0210997826 0.0299556784 0.0401822433 0.0509710710 0.0612502279 0.0698911712 0.0759533829 0.0788663099 0.0785036741 0.0751486739 0.0693823780 0.0619370498 0.0535543843 0.0448833528 0.0364361199 0.0285968012 0.0216468110 0.0157775435 0.0110722296 0.0075050778 0.0049428760 0.0031822417 0.0020105471 0.0012416427 0.0007451624 0.0004290795 0.0002324306 0.0001186197 0.0000560032 0.0000238528 0.0000094983 0.0000034994 0.0000011748 0.0000003593 0.0000001001 0.0000000254 0.0000000059 0.0000000012 0.0000000002 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000002 0.0000000011 0.0000000054 0.0000000234 0.0000000925 0.0000003337 0.0000010971 0.0000032863 0.0000089697 0.0000223079 0.0000505529 0.0001043871 0.0001964121 0.0003367636 0.0005261997 0.0007494127 0.0009732371 0.0011536615 0.0012512256 0.0012485987 0.0011611052 0.0010335602 0.0009237388 0.0008796059 0.0009201894 0.0010279985 0.0011559981 0.0012463841 0.0012534421 0.0011608877 0.0009878670 0.0007745728 0.0005775211 0.0004518078 0.0004643796 0.0006813199 0.0012238163 0.0022412446 0.0039432751 0.0065599288 0.0103375928 0.0154963949 0.0221846433 0.0304131115 0.0399539497 0.0502506572 0.0604075328 0.0692949853 0.0757880157 0.0790515811 0.0787559905 0.0751298561 0.0688405946 0.0607748980 0.0518231218 0.0427418070 0.0341082791 0.0263284031 0.0196732421 0.0142761734 0.0101504553 0.0071794034 0.0051729593 0.0038739693 0.0030448932 0.0024745639 0.0020269826 0.0016235233 0.0012426660 0.0008952537 0.0006010031 0.0003724578 0.0002126631 0.0001115530 0.0000535704 0.0000237053 0.0000092954 0.0000034175 0.0000011448 0.0000003494 0.0000000972 0.0000000246 0.0000000057 0.0000000012 0.0000000002 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000001 0.0000000004 0.0000000021 0.0000000095 0.0000000400 0.0000001530 0.0000005325 0.0000016893 0.0000048831 0.0000128611 0.0000308650 0.0000674937 0.0001344839 0.0002441688 0.0004039479 0.0006089487 0.0008365008 0.0010471538 0.0011947976 0.0012432463 0.0011816941 0.0010308746 0.0008366903 0.0006550411 0.0005353459 0.0005086306 0.0005816495 0.0007357963 0.0009302814 0.0011108038 0.0012243750 0.0012364462 0.0011449566 0.0009826717 0.0008116564 0.0007265675 0.0008412854 0.0013348688 0.0024439464 0.0044958208 0.0078664394 0.0129089083 0.0198343845 0.0285770340 0.0387152963 0.0494607266 0.0597603216 0.0684792790 0.0746321641 0.0775890714 0.0772043647 0.0738207682 0.0681439751 0.0610315133 0.0532777704 0.0454756736 0.0379898846 0.0310161116 0.0246636224 0.0190141829 0.0141402803 0.0100916963 0.0068704289 0.0044411198 0.0027069702 0.0015490590 0.0008282596 0.0004117217 0.0001903210 0.0000802333 0.0000314243 0.0000109666 0.0000039760 0.0000006257 0.0000001820 0.0000000482 0.0000000116 0.0000000026 0.0000000005 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000002 0.0000000010 0.0000000046 0.0000000201 0.0000000803 0.0000002927 0.0000009719 0.0000029400 0.0000081037 0.0000203528 0.0000465768 0.0000971235 0.0001845400 0.0003194990 0.0005040380 0.0007245577 0.0009490733 0.0011327770 0.0012319908 0.0012209254 0.0011025274 0.0009072103 0.0006802120 0.0004647265 0.0002893120 0.0001641159 0.0000848311 0.0000399619 0.0000171827 0.0000068450 0.0000030286 0.0000052053 0.0000151844 0.0000431534 0.0001218423 0.0003091220 0.0007215839 0.0015546214 0.0031043979 0.0057511630 0.0099124678 0.0159275771 0.0239250002 0.0336771651 0.0445285066 0.0554254017 0.0650947247 0.0723245398 0.0762740107 0.0766960318 0.0739665601 0.0689102665 0.0625021428 0.0555833084 0.0487022244 0.0421102314 0.0358623288 0.0299442761 0.0243618030 0.0191847793 0.0145326478 0.0105206903 0.0072422772 0.0047144156 0.0028921025 0.0016626131 0.0008947073 0.0004470139 0.0002071208 0.0000894376 0.0000352913 0.0000126312 0.0000039954 0.0000013151 0.0000002207 0.0000000593 0.0000000145 0.0000000032 0.0000000007 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000001 0.0000000006 0.0000000031 0.0000000141 0.0000000576 0.0000002147 0.0000007293 0.0000022573 0.0000063662 0.0000163598 0.0000383073 0.0000817322 0.0001588972 0.0002814829 0.0004543619 0.0006682940 0.0008956741 0.0010938309 0.0012172187 0.0012342571 0.0011404108 0.0009601418 0.0007365926 0.0005149161 0.0003279910 0.0001903724 0.0001006878 0.0000485424 0.0000213954 0.0000090295 0.0000058468 0.0000108791 0.0000305564 0.0000852915 0.0002183724 0.0005161487 0.0011297426 0.0022886263 0.0043050031 0.0075409570 0.0123315707 0.0188831110 0.0271618338 0.0368145594 0.0471645865 0.0572864679 0.0661434018 0.0727853010 0.0765275481 0.0770924375 0.0746545912 0.0697721682 0.0632210754 0.0557922357 0.0481287089 0.0406557643 0.0336046061 0.0270901464 0.0211907325 0.0159824933 0.0115449474 0.0079357849 0.0051579501 0.0031516649 0.0018008774 0.0009590021 0.0004739387 0.0002163040 0.0000914595 0.0000354935 0.0000120191 0.0000047178 0.0000006726 0.0000001967 0.0000000524 0.0000000127 0.0000000028 0.0000000006 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000001 0.0000000004 0.0000000022 0.0000000103 0.0000000429 0.0000001631 0.0000005654 0.0000017853 0.0000051366 0.0000134660 0.0000321668 0.0000700141 0.0001388590 0.0002509428 0.0004132275 0.0006200392 0.0008477460 0.0010561602 0.0011989804 0.0012402604 0.0011690480 0.0010040846 0.0007858258 0.0005604022 0.0003641591 0.0002156302 0.0001163689 0.0000573224 0.0000266866 0.0000147003 0.0000197414 0.0000445910 0.0001149661 0.0002817480 0.0006327260 0.0013120490 0.0025166081 0.0044729162 0.0074032787 0.0114556996 0.0166674111 0.0229384435 0.0300515669 0.0376936457 0.0454802585 0.0529331071 0.0594888011 0.0645488875 0.0675939647 0.0683369120 0.0668281872 0.0634495023 0.0587845485 0.0534248596 0.0478050882 0.0421407328 0.0364851427 0.0308442462 0.0252980101 0.0200227258 0.0152555628 0.0112052139 0.0079781518 0.0055504211 0.0038044107 0.0025752328 0.0017160308 0.0011128961 0.0006922105 0.0004062055 0.0002243730 0.0001145977 0.0000532336 0.0000231636 0.0000093167 0.0000032711 0.0000010916 0.0000003319 0.0000000919 0.0000000232 0.0000000053 0.0000000011 0.0000000002 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000001 0.0000000003 0.0000000016 0.0000000074 0.0000000314 0.0000001219 0.0000004313 0.0000013905 0.0000040849 0.0000109350 0.0000266718 0.0000592785 0.0001200474 0.0002215266 0.0003724996 0.0005707871 0.0007971198 0.0010148583 0.0011788261 0.0012516624 0.0012206384 0.0011060324 0.0009559164 0.0008292120 0.0007743825 0.0008122273 0.0009288898 0.0010812503 0.0012128873 0.0012779791 0.0012623385 0.0011976253 0.0011581308 0.0012512439 0.0016044671 0.0023464084 0.0036123180 0.0055230145 0.0082178891 0.0118383866 0.0165270914 0.0223758244 0.0293540259 0.0372269081 0.0455047669 0.0534756469 0.0603170145 0.0652866378 0.0678945110 0.0680255478 0.0659464029 0.0621959597 0.0574005036 0.0520888410 0.0465817762 0.0409980011 0.0353387005 0.0296172562 0.0239385438 0.0185236819 0.0136432859 0.0095435138 0.0063693942 0.0041203849 0.0026996920 0.0019154323 0.0015554068 0.0014209514 0.0013538508 0.0012606081 0.0011017028 0.0008892325 0.0006569829 0.0004439790 0.0002732304 0.0001534324 0.0000785087 0.0000366040 0.0000155506 0.0000060197 0.0000021233 0.0000006824 0.0000001998 0.0000000533 0.0000000130 0.0000000029 0.0000000006 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000000 0.0000000002 0.0000000011 0.0000000053 0.0000000232 0.0000000919 0.0000003318 0.0000010914 0.0000032707 0.0000089309 0.0000222206 0.0000503761 0.0001040642 0.0001958798 0.0003359630 0.0005250589 0.0007477230 0.0009702654 0.0011472507 0.0012360741 0.0012135266 0.0010856072 0.0008849413 0.0006573160 0.0004448907 0.0002743890 0.0001542513 0.0000791907 0.0000400224 0.0000238173 0.0000313698 0.0000705674 0.0001732677 0.0003989902 0.0008478080 0.0016807443 0.0031045097 0.0053722192 0.0087458411 0.0134379797 0.0195546211 0.0270098581 0.0354582952 0.0443049678 0.0527531878 0.0599632148 0.0652284259 0.0681418560 0.0686546558 0.0670377998 0.0637581908 0.0593295016 0.0541936998 0.0486676636 0.0429564230 0.0371993889 0.0315273267 0.0260739338 0.0209815478 0.0163774820 0.0123755421 0.0090519197 0.0064438403 0.0045290178 0.0032345480 0.0024244821 0.0019450487 0.0016428450 0.0014004190 0.0011604029 0.0009059909 0.0006571826 0.0004372526 0.0002667503 0.0001488736 0.0000755257 0.0000350373 0.0000148106 0.0000057046 0.0000020021 0.0000006402 0.0000001865 0.0000000495 0.0000000120 0.0000000026 0.0000000005 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
